,label,missing_ccs_fin,TLS0:tcp.srcport,TLS0:tcp.dstport,TLS0:tcp.port,TLS0:tcp.stream,TLS0:tcp.len,TLS0:tcp.seq,TLS0:tcp.nxtseq,TLS0:tcp.ack,TLS0:tcp.hdr_len,TLS0:tcp.flags.res,TLS0:tcp.flags.ns,TLS0:tcp.flags.cwr,TLS0:tcp.flags.ecn,TLS0:tcp.flags.urg,TLS0:tcp.flags.ack,TLS0:tcp.flags.push,TLS0:tcp.flags.reset,TLS0:tcp.flags.syn,TLS0:tcp.flags.fin,TLS0:tcp.window_size_value,TLS0:tcp.window_size,TLS0:tcp.window_size_scalefactor,TLS0:tcp.checksum.status,TLS0:tcp.urgent_pointer,TLS0:tcp.options.nop,TLS0:tcp.option_kind,TLS0:tcp.option_len,TLS0:tcp.options.timestamp.tsval,TLS0:tcp.time_delta,TLS0:ssl.record.content_type,TLS0:ssl.record.length,TLS0:ssl.alert_message.level,TLS0:ssl.alert_message.desc,TLS0:order,DISC0:tcp.srcport,DISC0:tcp.dstport,DISC0:tcp.port,DISC0:tcp.stream,DISC0:tcp.len,DISC0:tcp.seq,DISC0:tcp.nxtseq,DISC0:tcp.ack,DISC0:tcp.hdr_len,DISC0:tcp.flags.res,DISC0:tcp.flags.ns,DISC0:tcp.flags.cwr,DISC0:tcp.flags.ecn,DISC0:tcp.flags.urg,DISC0:tcp.flags.ack,DISC0:tcp.flags.push,DISC0:tcp.flags.reset,DISC0:tcp.flags.syn,DISC0:tcp.flags.fin,DISC0:tcp.window_size_value,DISC0:tcp.window_size,DISC0:tcp.window_size_scalefactor,DISC0:tcp.checksum.status,DISC0:tcp.urgent_pointer,DISC0:tcp.options.nop,DISC0:tcp.option_kind,DISC0:tcp.option_len,DISC0:tcp.options.timestamp.tsval,DISC0:tcp.time_delta,DISC0:order,DISC1:tcp.srcport,DISC1:tcp.dstport,DISC1:tcp.port,DISC1:tcp.stream,DISC1:tcp.len,DISC1:tcp.seq,DISC1:tcp.nxtseq,DISC1:tcp.ack,DISC1:tcp.hdr_len,DISC1:tcp.flags.res,DISC1:tcp.flags.ns,DISC1:tcp.flags.cwr,DISC1:tcp.flags.ecn,DISC1:tcp.flags.urg,DISC1:tcp.flags.ack,DISC1:tcp.flags.push,DISC1:tcp.flags.reset,DISC1:tcp.flags.syn,DISC1:tcp.flags.fin,DISC1:tcp.window_size_value,DISC1:tcp.window_size,DISC1:tcp.window_size_scalefactor,DISC1:tcp.checksum.status,DISC1:tcp.urgent_pointer,DISC1:tcp.options.nop,DISC1:tcp.option_kind,DISC1:tcp.option_len,DISC1:tcp.options.timestamp.tsval,DISC1:tcp.time_delta,DISC1:order
122,No_0x00_in_message,False,4433,42758,4433,123,7,1020,1027,532,32,0,0,0,0,0,1,1,0,0,0,506,64768,128,2,0,1,1,10,469003691,0.001164,21,2,2,40,0,4433,42758,4433,123,0,1027,1027,532,32,0,0,0,0,0,1,0,0,0,1,506,64768,128,2,0,1,1,10,469003691,5.3e-05,1,4433,42758,4433,123,0,1028,1028,532,32,0,0,0,0,0,1,0,1,0,0,506,64768,128,2,0,1,1,10,469003691,1e-05,2
123,Correctly_formatted_PKCS#1_PMS_message__but_1_byte_shorter,False,4433,42762,4433,124,7,1020,1027,532,32,0,0,0,0,0,1,1,0,0,0,506,64768,128,2,0,1,1,10,469003705,0.001179,21,2,2,40,0,4433,42762,4433,124,0,1027,1027,532,32,0,0,0,0,0,1,0,0,0,1,506,64768,128,2,0,1,1,10,469003705,5.5e-05,1,4433,42762,4433,124,0,1028,1028,532,32,0,0,0,0,0,1,0,1,0,0,506,64768,128,2,0,1,1,10,469003705,1.1e-05,2
124,0x00_on_the_next_to_last_position_(|PMS|_=_1),False,4433,42766,4433,125,7,1020,1027,532,32,0,0,0,0,0,1,1,0,0,0,506,64768,128,2,0,1,1,10,469003722,0.001141,21,2,2,20,0,4433,42766,4433,125,0,1027,1027,532,32,0,0,0,0,0,1,0,0,0,1,506,64768,128,2,0,1,1,10,469003722,4.4e-05,1,4433,42766,4433,125,0,1028,1028,533,32,0,0,0,0,0,1,0,0,0,0,506,64768,128,2,0,1,1,10,469003723,9e-06,2
125,Wrong_second_byte_(0x02_set_to_0x17),False,4433,42770,4433,126,7,1020,1027,532,32,0,0,0,0,0,1,1,0,0,0,506,64768,128,2,0,1,1,10,469003738,0.001072,21,2,2,40,0,4433,42770,4433,126,0,1027,1027,532,32,0,0,0,0,0,1,0,0,0,1,506,64768,128,2,0,1,1,10,469003738,5.3e-05,1,4433,42770,4433,126,0,1028,1028,532,32,0,0,0,0,0,1,0,1,0,0,506,64768,128,2,0,1,1,10,469003738,9e-06,2
126,Correctly_formatted_PKCS#1_PMS_message__but_1_byte_shorter,False,4433,42774,4433,127,7,1020,1027,532,32,0,0,0,0,0,1,1,0,0,0,506,64768,128,2,0,1,1,10,469003754,0.00117,21,2,2,40,0,4433,42774,4433,127,0,1027,1027,532,32,0,0,0,0,0,1,0,0,0,1,506,64768,128,2,0,1,1,10,469003754,5e-05,1,4433,42774,4433,127,0,1028,1028,532,32,0,0,0,0,0,1,0,1,0,0,506,64768,128,2,0,1,1,10,469003754,1e-05,2
127,0x00_on_the_last_position__(|PMS|_=_0),False,4433,42778,4433,128,7,1020,1027,532,32,0,0,0,0,0,1,1,0,0,0,506,64768,128,2,0,1,1,10,469003769,0.001251,21,2,2,20,0,4433,42778,4433,128,0,1027,1027,532,32,0,0,0,0,0,1,0,0,0,1,506,64768,128,2,0,1,1,10,469003769,4.8e-05,1,4433,42778,4433,128,0,1028,1028,533,32,0,0,0,0,0,1,0,0,0,0,506,64768,128,2,0,1,1,10,469003771,9e-06,2
128,0x00_on_the_last_position__(|PMS|_=_0),False,4433,42782,4433,129,7,1020,1027,532,32,0,0,0,0,0,1,1,0,0,0,506,64768,128,2,0,1,1,10,469003784,0.001679,21,2,2,20,0,4433,42782,4433,129,0,1027,1027,532,32,0,0,0,0,0,1,0,0,0,1,506,64768,128,2,0,1,1,10,469003784,4.5e-05,1,4433,42782,4433,129,0,1028,1028,533,32,0,0,0,0,0,1,0,0,0,0,506,64768,128,2,0,1,1,10,469003785,8e-06,2
129,Correctly_formatted_PKCS#1_PMS_message,False,4433,42786,4433,130,7,1020,1027,532,32,0,0,0,0,0,1,1,0,0,0,506,64768,128,2,0,1,1,10,469003798,0.00125,21,2,2,20,0,4433,42786,4433,130,0,1027,1027,532,32,0,0,0,0,0,1,0,0,0,1,506,64768,128,2,0,1,1,10,469003798,5.4e-05,1,4433,42786,4433,130,0,1028,1028,533,32,0,0,0,0,0,1,0,0,0,0,506,64768,128,2,0,1,1,10,469003800,9e-06,2
130,0x00_in_PKCS#1_padding_(first_8_bytes_after_0x00_0x02),False,4433,42790,4433,131,7,1020,1027,532,32,0,0,0,0,0,1,1,0,0,0,506,64768,128,2,0,1,1,10,469003815,0.001069,21,2,2,40,0,4433,42790,4433,131,0,1027,1027,532,32,0,0,0,0,0,1,0,0,0,1,506,64768,128,2,0,1,1,10,469003815,5e-05,1,4433,42790,4433,131,0,1028,1028,532,32,0,0,0,0,0,1,0,1,0,0,506,64768,128,2,0,1,1,10,469003815,1e-05,2
131,0x00_on_the_next_to_last_position_(|PMS|_=_1),False,4433,42794,4433,132,7,1020,1027,532,32,0,0,0,0,0,1,1,0,0,0,506,64768,128,2,0,1,1,10,469003829,0.001252,21,2,2,20,0,4433,42794,4433,132,0,1027,1027,532,32,0,0,0,0,0,1,0,0,0,1,506,64768,128,2,0,1,1,10,469003829,5e-05,1,4433,42794,4433,132,0,1028,1028,533,32,0,0,0,0,0,1,0,0,0,0,506,64768,128,2,0,1,1,10,469003830,1e-05,2
132,Wrong_first_byte_(0x00_set_to_0x17),False,4433,42798,4433,133,7,1020,1027,532,32,0,0,0,0,0,1,1,0,0,0,506,64768,128,2,0,1,1,10,469003846,0.001045,21,2,2,40,0,4433,42798,4433,133,0,1027,1027,532,32,0,0,0,0,0,1,0,0,0,1,506,64768,128,2,0,1,1,10,469003846,4.8e-05,1,4433,42798,4433,133,0,1028,1028,532,32,0,0,0,0,0,1,0,1,0,0,506,64768,128,2,0,1,1,10,469003846,9e-06,2
133,0x00_on_the_last_position__(|PMS|_=_0),False,4433,42802,4433,134,7,1020,1027,532,32,0,0,0,0,0,1,1,0,0,0,506,64768,128,2,0,1,1,10,469003861,0.001258,21,2,2,20,0,4433,42802,4433,134,0,1027,1027,532,32,0,0,0,0,0,1,0,0,0,1,506,64768,128,2,0,1,1,10,469003861,4.8e-05,1,4433,42802,4433,134,0,1028,1028,533,32,0,0,0,0,0,1,0,0,0,0,506,64768,128,2,0,1,1,10,469003862,8e-06,2
134,Wrong_second_byte_(0x02_set_to_0x17),False,4433,42806,4433,135,7,1020,1027,532,32,0,0,0,0,0,1,1,0,0,0,506,64768,128,2,0,1,1,10,469003873,0.001083,21,2,2,40,0,4433,42806,4433,135,0,1027,1027,532,32,0,0,0,0,0,1,0,0,0,1,506,64768,128,2,0,1,1,10,469003873,5.1e-05,1,4433,42806,4433,135,0,1028,1028,532,32,0,0,0,0,0,1,0,1,0,0,506,64768,128,2,0,1,1,10,469003873,1e-05,2
135,0x00_on_the_next_to_last_position_(|PMS|_=_1),False,4433,42810,4433,136,7,1020,1027,532,32,0,0,0,0,0,1,1,0,0,0,506,64768,128,2,0,1,1,10,469003888,0.001248,21,2,2,20,0,4433,42810,4433,136,0,1027,1027,532,32,0,0,0,0,0,1,0,0,0,1,506,64768,128,2,0,1,1,10,469003888,4.9e-05,1,4433,42810,4433,136,0,1028,1028,533,32,0,0,0,0,0,1,0,0,0,0,506,64768,128,2,0,1,1,10,469003889,8e-06,2
136,0x00_on_the_next_to_last_position_(|PMS|_=_1),False,4433,42814,4433,137,7,1020,1027,532,32,0,0,0,0,0,1,1,0,0,0,506,64768,128,2,0,1,1,10,469003901,0.001156,21,2,2,20,0,4433,42814,4433,137,0,1027,1027,532,32,0,0,0,0,0,1,0,0,0,1,506,64768,128,2,0,1,1,10,469003901,4.6e-05,1,4433,42814,4433,137,0,1028,1028,533,32,0,0,0,0,0,1,0,0,0,0,506,64768,128,2,0,1,1,10,469003902,1.1e-05,2
137,0x00_in_some_padding_byte,False,4433,42818,4433,138,7,1020,1027,532,32,0,0,0,0,0,1,1,0,0,0,506,64768,128,2,0,1,1,10,469003917,0.001137,21,2,2,20,0,4433,42818,4433,138,0,1027,1027,532,32,0,0,0,0,0,1,0,0,0,1,506,64768,128,2,0,1,1,10,469003917,4.5e-05,1,4433,42818,4433,138,0,1028,1028,533,32,0,0,0,0,0,1,0,0,0,0,506,64768,128,2,0,1,1,10,469003918,8e-06,2
138,Correctly_formatted_PKCS#1_message__(|PMS|_=_47),False,4433,42822,4433,139,7,1020,1027,532,32,0,0,0,0,0,1,1,0,0,0,506,64768,128,2,0,1,1,10,469003933,0.001192,21,2,2,20,0,4433,42822,4433,139,0,1027,1027,532,32,0,0,0,0,0,1,0,0,0,1,506,64768,128,2,0,1,1,10,469003933,4.5e-05,1,4433,42822,4433,139,0,1028,1028,533,32,0,0,0,0,0,1,0,0,0,0,506,64768,128,2,0,1,1,10,469003934,9e-06,2
139,0x00_in_some_padding_byte,False,4433,42826,4433,140,7,1020,1027,532,32,0,0,0,0,0,1,1,0,0,0,506,64768,128,2,0,1,1,10,469003959,0.000977,21,2,2,20,0,4433,42826,4433,140,0,1027,1027,532,32,0,0,0,0,0,1,0,0,0,1,506,64768,128,2,0,1,1,10,469003959,6.3e-05,1,4433,42826,4433,140,0,1028,1028,533,32,0,0,0,0,0,1,0,0,0,0,506,64768,128,2,0,1,1,10,469003960,1.1e-05,2
140,No_0x00_in_message,False,4433,42830,4433,141,7,1020,1027,532,32,0,0,0,0,0,1,1,0,0,0,506,64768,128,2,0,1,1,10,469003976,0.001046,21,2,2,40,0,4433,42830,4433,141,0,1027,1027,532,32,0,0,0,0,0,1,0,0,0,1,506,64768,128,2,0,1,1,10,469003976,5.2e-05,1,4433,42830,4433,141,0,1028,1028,532,32,0,0,0,0,0,1,0,1,0,0,506,64768,128,2,0,1,1,10,469003976,1e-05,2
141,Correctly_formatted_PKCS#1_PMS_message,False,4433,42834,4433,142,7,1020,1027,532,32,0,0,0,0,0,1,1,0,0,0,506,64768,128,2,0,1,1,10,469003992,0.00117,21,2,2,20,0,4433,42834,4433,142,0,1027,1027,532,32,0,0,0,0,0,1,0,0,0,1,506,64768,128,2,0,1,1,10,469003992,4.5e-05,1,4433,42834,4433,142,0,1028,1028,533,32,0,0,0,0,0,1,0,0,0,0,506,64768,128,2,0,1,1,10,469003993,1e-05,2
142,0x00_in_some_padding_byte,False,4433,42838,4433,143,7,1020,1027,532,32,0,0,0,0,0,1,1,0,0,0,506,64768,128,2,0,1,1,10,469004006,0.00126,21,2,2,20,0,4433,42838,4433,143,0,1027,1027,532,32,0,0,0,0,0,1,0,0,0,1,506,64768,128,2,0,1,1,10,469004006,5e-05,1,4433,42838,4433,143,0,1028,1028,533,32,0,0,0,0,0,1,0,0,0,0,506,64768,128,2,0,1,1,10,469004007,9e-06,2
143,Wrong_first_byte_(0x00_set_to_0x17),False,4433,42842,4433,144,7,1020,1027,532,32,0,0,0,0,0,1,1,0,0,0,506,64768,128,2,0,1,1,10,469004024,0.001139,21,2,2,40,0,4433,42842,4433,144,0,1027,1027,532,32,0,0,0,0,0,1,0,0,0,1,506,64768,128,2,0,1,1,10,469004024,5e-05,1,4433,42842,4433,144,0,1028,1028,532,32,0,0,0,0,0,1,0,1,0,0,506,64768,128,2,0,1,1,10,469004024,1e-05,2
144,0x00_in_PKCS#1_padding_(first_8_bytes_after_0x00_0x02),False,4433,42846,4433,145,7,1020,1027,532,32,0,0,0,0,0,1,1,0,0,0,506,64768,128,2,0,1,1,10,469004039,0.001176,21,2,2,40,0,4433,42846,4433,145,0,1027,1027,532,32,0,0,0,0,0,1,0,0,0,1,506,64768,128,2,0,1,1,10,469004039,6.3e-05,1,4433,42846,4433,145,0,1028,1028,532,32,0,0,0,0,0,1,0,1,0,0,506,64768,128,2,0,1,1,10,469004039,1.2e-05,2
145,0x00_on_the_next_to_last_position_(|PMS|_=_1),False,4433,42850,4433,146,7,1020,1027,532,32,0,0,0,0,0,1,1,0,0,0,506,64768,128,2,0,1,1,10,469004052,0.001179,21,2,2,20,0,4433,42850,4433,146,0,1027,1027,532,32,0,0,0,0,0,1,0,0,0,1,506,64768,128,2,0,1,1,10,469004052,4.9e-05,1,4433,42850,4433,146,0,1028,1028,533,32,0,0,0,0,0,1,0,0,0,0,506,64768,128,2,0,1,1,10,469004054,8e-06,2
146,Invalid_TLS_version_in_PMS,False,4433,42854,4433,147,7,1020,1027,532,32,0,0,0,0,0,1,1,0,0,0,506,64768,128,2,0,1,1,10,469004068,0.00128,21,2,2,20,0,4433,42854,4433,147,0,1027,1027,532,32,0,0,0,0,0,1,0,0,0,1,506,64768,128,2,0,1,1,10,469004068,5e-05,1,4433,42854,4433,147,0,1028,1028,533,32,0,0,0,0,0,1,0,0,0,0,506,64768,128,2,0,1,1,10,469004069,8e-06,2
147,Invalid_TLS_version_in_PMS,False,4433,42858,4433,148,7,1020,1027,532,32,0,0,0,0,0,1,1,0,0,0,506,64768,128,2,0,1,1,10,469004081,0.001089,21,2,2,20,0,4433,42858,4433,148,0,1027,1027,532,32,0,0,0,0,0,1,0,0,0,1,506,64768,128,2,0,1,1,10,469004081,4.3e-05,1,4433,42858,4433,148,0,1028,1028,533,32,0,0,0,0,0,1,0,0,0,0,506,64768,128,2,0,1,1,10,469004082,8e-06,2
148,Correctly_formatted_PKCS#1_PMS_message,False,4433,42862,4433,149,7,1020,1027,532,32,0,0,0,0,0,1,1,0,0,0,506,64768,128,2,0,1,1,10,469004097,0.00122,21,2,2,20,0,4433,42862,4433,149,0,1027,1027,532,32,0,0,0,0,0,1,0,0,0,1,506,64768,128,2,0,1,1,10,469004097,4.6e-05,1,4433,42862,4433,149,0,1028,1028,533,32,0,0,0,0,0,1,0,0,0,0,506,64768,128,2,0,1,1,10,469004098,9e-06,2
149,Correctly_formatted_PKCS#1_PMS_message,False,4433,42866,4433,150,7,1020,1027,532,32,0,0,0,0,0,1,1,0,0,0,506,64768,128,2,0,1,1,10,469004111,0.00128,21,2,2,20,0,4433,42866,4433,150,0,1027,1027,532,32,0,0,0,0,0,1,0,0,0,1,506,64768,128,2,0,1,1,10,469004111,5e-05,1,4433,42866,4433,150,0,1028,1028,533,32,0,0,0,0,0,1,0,0,0,0,506,64768,128,2,0,1,1,10,469004112,1e-05,2
150,0x00_in_PKCS#1_padding_(first_8_bytes_after_0x00_0x02),False,4433,42870,4433,151,7,1020,1027,532,32,0,0,0,0,0,1,1,0,0,0,506,64768,128,2,0,1,1,10,469004129,0.001023,21,2,2,40,0,4433,42870,4433,151,0,1027,1027,532,32,0,0,0,0,0,1,0,0,0,1,506,64768,128,2,0,1,1,10,469004129,6e-05,1,4433,42870,4433,151,0,1028,1028,532,32,0,0,0,0,0,1,0,1,0,0,506,64768,128,2,0,1,1,10,469004129,9e-06,2
151,Wrong_second_byte_(0x02_set_to_0x17),False,4433,42874,4433,152,7,1020,1027,532,32,0,0,0,0,0,1,1,0,0,0,506,64768,128,2,0,1,1,10,469004145,0.001037,21,2,2,40,0,4433,42874,4433,152,0,1027,1027,532,32,0,0,0,0,0,1,0,0,0,1,506,64768,128,2,0,1,1,10,469004145,4.8e-05,1,4433,42874,4433,152,0,1028,1028,532,32,0,0,0,0,0,1,0,1,0,0,506,64768,128,2,0,1,1,10,469004145,9e-06,2
152,0x00_on_the_last_position__(|PMS|_=_0),False,4433,42878,4433,153,7,1020,1027,532,32,0,0,0,0,0,1,1,0,0,0,506,64768,128,2,0,1,1,10,469004158,0.001243,21,2,2,20,0,4433,42878,4433,153,0,1027,1027,532,32,0,0,0,0,0,1,0,0,0,1,506,64768,128,2,0,1,1,10,469004158,4.9e-05,1,4433,42878,4433,153,0,1028,1028,533,32,0,0,0,0,0,1,0,0,0,0,506,64768,128,2,0,1,1,10,469004159,1e-05,2
153,Correctly_formatted_PKCS#1_message__(|PMS|_=_47),False,4433,42882,4433,154,7,1020,1027,532,32,0,0,0,0,0,1,1,0,0,0,506,64768,128,2,0,1,1,10,469004176,0.001214,21,2,2,20,0,4433,42882,4433,154,0,1027,1027,532,32,0,0,0,0,0,1,0,0,0,1,506,64768,128,2,0,1,1,10,469004176,4.5e-05,1,4433,42882,4433,154,0,1028,1028,533,32,0,0,0,0,0,1,0,0,0,0,506,64768,128,2,0,1,1,10,469004177,8e-06,2
154,0x00_in_some_padding_byte,False,4433,42886,4433,155,7,1020,1027,532,32,0,0,0,0,0,1,1,0,0,0,506,64768,128,2,0,1,1,10,469004192,0.001253,21,2,2,20,0,4433,42886,4433,155,0,1027,1027,532,32,0,0,0,0,0,1,0,0,0,1,506,64768,128,2,0,1,1,10,469004192,5.4e-05,1,4433,42886,4433,155,0,1028,1028,533,32,0,0,0,0,0,1,0,0,0,0,506,64768,128,2,0,1,1,10,469004193,8e-06,2
155,Correctly_formatted_PKCS#1_PMS_message,False,4433,42890,4433,156,7,1020,1027,532,32,0,0,0,0,0,1,1,0,0,0,506,64768,128,2,0,1,1,10,469004205,0.001163,21,2,2,20,0,4433,42890,4433,156,0,1027,1027,532,32,0,0,0,0,0,1,0,0,0,1,506,64768,128,2,0,1,1,10,469004205,4.5e-05,1,4433,42890,4433,156,0,1028,1028,533,32,0,0,0,0,0,1,0,0,0,0,506,64768,128,2,0,1,1,10,469004206,9e-06,2
156,0x00_in_some_padding_byte,False,4433,42894,4433,157,7,1020,1027,532,32,0,0,0,0,0,1,1,0,0,0,506,64768,128,2,0,1,1,10,469004220,0.001217,21,2,2,20,0,4433,42894,4433,157,0,1027,1027,532,32,0,0,0,0,0,1,0,0,0,1,506,64768,128,2,0,1,1,10,469004220,4.5e-05,1,4433,42894,4433,157,0,1028,1028,533,32,0,0,0,0,0,1,0,0,0,0,506,64768,128,2,0,1,1,10,469004221,8e-06,2
157,No_0x00_in_message,False,4433,42898,4433,158,7,1020,1027,532,32,0,0,0,0,0,1,1,0,0,0,506,64768,128,2,0,1,1,10,469004233,0.00117,21,2,2,40,0,4433,42898,4433,158,0,1027,1027,532,32,0,0,0,0,0,1,0,0,0,1,506,64768,128,2,0,1,1,10,469004233,5.7e-05,1,4433,42898,4433,158,0,1028,1028,532,32,0,0,0,0,0,1,0,1,0,0,506,64768,128,2,0,1,1,10,469004233,1.1e-05,2
158,Invalid_TLS_version_in_PMS,False,4433,42902,4433,159,7,1020,1027,532,32,0,0,0,0,0,1,1,0,0,0,506,64768,128,2,0,1,1,10,469004251,0.00126,21,2,2,20,0,4433,42902,4433,159,0,1027,1027,532,32,0,0,0,0,0,1,0,0,0,1,506,64768,128,2,0,1,1,10,469004251,5e-05,1,4433,42902,4433,159,0,1028,1028,533,32,0,0,0,0,0,1,0,0,0,0,506,64768,128,2,0,1,1,10,469004253,8e-06,2
159,0x00_in_PKCS#1_padding_(first_8_bytes_after_0x00_0x02),False,4433,42906,4433,160,7,1020,1027,532,32,0,0,0,0,0,1,1,0,0,0,506,64768,128,2,0,1,1,10,469004264,0.001071,21,2,2,40,0,4433,42906,4433,160,0,1027,1027,532,32,0,0,0,0,0,1,0,0,0,1,506,64768,128,2,0,1,1,10,469004264,5.2e-05,1,4433,42906,4433,160,0,1028,1028,532,32,0,0,0,0,0,1,0,1,0,0,506,64768,128,2,0,1,1,10,469004264,8e-06,2
160,0x00_in_some_padding_byte,False,4433,42910,4433,161,7,1020,1027,532,32,0,0,0,0,0,1,1,0,0,0,506,64768,128,2,0,1,1,10,469004280,0.001827,21,2,2,20,0,4433,42910,4433,161,0,1027,1027,532,32,0,0,0,0,0,1,0,0,0,1,506,64768,128,2,0,1,1,10,469004280,4.7e-05,1,4433,42910,4433,161,0,1028,1028,533,32,0,0,0,0,0,1,0,0,0,0,506,64768,128,2,0,1,1,10,469004281,8e-06,2
161,Correctly_formatted_PKCS#1_message__(|PMS|_=_47),False,4433,42914,4433,162,7,1020,1027,532,32,0,0,0,0,0,1,1,0,0,0,506,64768,128,2,0,1,1,10,469004293,0.001102,21,2,2,20,0,4433,42914,4433,162,0,1027,1027,532,32,0,0,0,0,0,1,0,0,0,1,506,64768,128,2,0,1,1,10,469004293,4e-05,1,4433,42914,4433,162,0,1028,1028,533,32,0,0,0,0,0,1,0,0,0,0,506,64768,128,2,0,1,1,10,469004294,8e-06,2
162,0x00_on_the_next_to_last_position_(|PMS|_=_1),False,4433,42918,4433,163,7,1020,1027,532,32,0,0,0,0,0,1,1,0,0,0,506,64768,128,2,0,1,1,10,469004309,0.001158,21,2,2,20,0,4433,42918,4433,163,0,1027,1027,532,32,0,0,0,0,0,1,0,0,0,1,506,64768,128,2,0,1,1,10,469004309,4.1e-05,1,4433,42918,4433,163,0,1028,1028,533,32,0,0,0,0,0,1,0,0,0,0,506,64768,128,2,0,1,1,10,469004310,8e-06,2
163,0x00_in_some_padding_byte,False,4433,42922,4433,164,7,1020,1027,532,32,0,0,0,0,0,1,1,0,0,0,506,64768,128,2,0,1,1,10,469004326,0.000859,21,2,2,20,0,4433,42922,4433,164,0,1027,1027,532,32,0,0,0,0,0,1,0,0,0,1,506,64768,128,2,0,1,1,10,469004326,4.1e-05,1,4433,42922,4433,164,0,1028,1028,533,32,0,0,0,0,0,1,0,0,0,0,506,64768,128,2,0,1,1,10,469004328,9e-06,2
164,Wrong_second_byte_(0x02_set_to_0x17),False,4433,42926,4433,165,7,1020,1027,532,32,0,0,0,0,0,1,1,0,0,0,506,64768,128,2,0,1,1,10,469004340,0.000528,21,2,2,40,0,4433,42926,4433,165,0,1027,1027,532,32,0,0,0,0,0,1,0,0,0,1,506,64768,128,2,0,1,1,10,469004340,3.1e-05,1,4433,42926,4433,165,0,1028,1028,532,32,0,0,0,0,0,1,0,1,0,0,506,64768,128,2,0,1,1,10,469004340,6e-06,2
165,Wrong_first_byte_(0x00_set_to_0x17),False,4433,42930,4433,166,7,1020,1027,532,32,0,0,0,0,0,1,1,0,0,0,506,64768,128,2,0,1,1,10,469004354,0.000801,21,2,2,40,0,4433,42930,4433,166,0,1027,1027,532,32,0,0,0,0,0,1,0,0,0,1,506,64768,128,2,0,1,1,10,469004354,4.6e-05,1,4433,42930,4433,166,0,1028,1028,532,32,0,0,0,0,0,1,0,1,0,0,506,64768,128,2,0,1,1,10,469004354,8e-06,2
166,0x00_on_the_last_position__(|PMS|_=_0),False,4433,42934,4433,167,7,1020,1027,532,32,0,0,0,0,0,1,1,0,0,0,506,64768,128,2,0,1,1,10,469004371,0.000755,21,2,2,20,0,4433,42934,4433,167,0,1027,1027,532,32,0,0,0,0,0,1,0,0,0,1,506,64768,128,2,0,1,1,10,469004371,2.7e-05,1,4433,42934,4433,167,0,1028,1028,533,32,0,0,0,0,0,1,0,0,0,0,506,64768,128,2,0,1,1,10,469004373,8e-06,2
167,Wrong_first_byte_(0x00_set_to_0x17),False,4433,42938,4433,168,7,1020,1027,532,32,0,0,0,0,0,1,1,0,0,0,506,64768,128,2,0,1,1,10,469004387,0.000804,21,2,2,40,0,4433,42938,4433,168,0,1027,1027,532,32,0,0,0,0,0,1,0,0,0,1,506,64768,128,2,0,1,1,10,469004387,5.2e-05,1,4433,42938,4433,168,0,1028,1028,532,32,0,0,0,0,0,1,0,1,0,0,506,64768,128,2,0,1,1,10,469004387,9e-06,2
168,No_0x00_in_message,False,4433,42942,4433,169,7,1020,1027,532,32,0,0,0,0,0,1,1,0,0,0,506,64768,128,2,0,1,1,10,469004400,0.000525,21,2,2,40,0,4433,42942,4433,169,0,1027,1027,532,32,0,0,0,0,0,1,0,0,0,1,506,64768,128,2,0,1,1,10,469004400,3.4e-05,1,4433,42942,4433,169,0,1028,1028,532,32,0,0,0,0,0,1,0,1,0,0,506,64768,128,2,0,1,1,10,469004400,7e-06,2
169,Correctly_formatted_PKCS#1_message__(|PMS|_=_47),False,4433,42946,4433,170,7,1020,1027,532,32,0,0,0,0,0,1,1,0,0,0,506,64768,128,2,0,1,1,10,469004416,0.000862,21,2,2,20,0,4433,42946,4433,170,0,1027,1027,532,32,0,0,0,0,0,1,0,0,0,1,506,64768,128,2,0,1,1,10,469004416,4e-05,1,4433,42946,4433,170,0,1028,1028,533,32,0,0,0,0,0,1,0,0,0,0,506,64768,128,2,0,1,1,10,469004417,1.1e-05,2
170,0x00_on_the_next_to_last_position_(|PMS|_=_1),False,4433,42950,4433,171,7,1020,1027,532,32,0,0,0,0,0,1,1,0,0,0,506,64768,128,2,0,1,1,10,469004429,0.000549,21,2,2,20,0,4433,42950,4433,171,0,1027,1027,532,32,0,0,0,0,0,1,0,0,0,1,506,64768,128,2,0,1,1,10,469004429,2.8e-05,1,4433,42950,4433,171,0,1028,1028,533,32,0,0,0,0,0,1,0,0,0,0,506,64768,128,2,0,1,1,10,469004430,9e-06,2
171,Invalid_TLS_version_in_PMS,False,4433,42954,4433,172,7,1020,1027,532,32,0,0,0,0,0,1,1,0,0,0,506,64768,128,2,0,1,1,10,469004445,0.000553,21,2,2,20,0,4433,42954,4433,172,0,1027,1027,532,32,0,0,0,0,0,1,0,0,0,1,506,64768,128,2,0,1,1,10,469004445,2.9e-05,1,4433,42954,4433,172,0,1028,1028,533,32,0,0,0,0,0,1,0,0,0,0,506,64768,128,2,0,1,1,10,469004446,9e-06,2
